#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XS,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
985,1500,Wooper,wooper,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
986,1500,Wooper (Shadow),wooper_shadow,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
987,1500,Wormadam (Plant),wormadam_plant,2000-02-01,35.5-0-15-15,33.5-5-15-13,,29.5-15-15-15,-,1.00%,3.00%,-,-,1.00%,B,35.5-0-15-15
988,1500,Wormadam (Sandy),wormadam_sandy,2000-01-02,35.5-0-15-15,33.5-5-15-13,,29.5-15-15-15,-,-3.00%,5.00%,-,-,3.00%,D,33.5-5-15-13
989,1500,Wormadam (Trash),wormadam_trash,2001-02-01,44.5-0-13-15,42.5-4-13-13,,35.5-15-15-15,-,14.00%,14.00%,-,-,-13.00%,B,44.5-0-13-15
990,1500,Wurmple,wurmple,0-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
991,1500,Wynaut,wynaut,0-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
992,1500,Xatu,xatu,2000-01-02,26-0-13-15,25.5-5-13-13,,24-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,26-0-13-15
993,1500,Xerneas,xerneas,2000-01-04,15-0-9-13,14.5-4-13-15,,13.5-15-15-15,-,4.00%,6.00%,-,-,5.00%,B,15-0-9-13
994,1500,Yamask,yamask,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
995,1500,Yamask (Galarian),yamask_galarian,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
996,1500,Yanma,yanma,2001-01-03,49.5-0-14-15,48.5-4-11-15,,41.5-15-15-15,-,0.00%,11.00%,-,-,11.00%,D,48.5-4-11-15
997,1500,Yanmega,yanmega,2001-01-03,19-0-14-15,18.5-8-15-11,,17.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,17.5-15-15-15
998,1500,Yveltal,yveltal,2000-01-03,15-0-9-13,14.5-4-13-15,,13.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,13.5-15-15-15
999,1500,Zangoose,zangoose,2001-01-03,23.5-0-15-10,23-4-12-14,,21.5-15-15-15,-,-17.00%,-14.00%,-,-,-14.00%,M,21.5-15-15-15
1000,1500,Zapdos,zapdos,2001-02-03,15.5-5-15-14,15.5-6-14-12,,14.5-15-15-15,-,-6.00%,-3.00%,-,-,-3.00%,M,14.5-15-15-15
1001,1500,Zapdos (Shadow),zapdos_shadow,2001-02-05,15.5-5-15-14,15.5-6-14-12,,14.5-15-15-15,-,-37.00%,-36.00%,-,-,-36.00%,M,14.5-15-15-15
1002,1500,Zebstrika,zebstrika,2001-03-02,23.5-0-15-9,23-4-13-12,,21.5-15-15-15,-,-49.00%,-48.00%,-,-,-48.00%,M,21.5-15-15-15
1003,1500,Zekrom,zekrom,2001-04-03,13.5-5-15-14,13.5-8-11-13,,13-15-15-15,-,0.00%,2.00%,-,-,2.00%,D,13.5-8-11-13
1004,1500,Zigzagoon,zigzagoon,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1005,1500,Zigzagoon (Galarian),zigzagoon_galarian,2001-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1006,1500,Zoroark,zoroark,2000-02-03,21.5-1-15-15,21-8-15-14,,20-15-15-15,-,-16.00%,-14.00%,-,-,-14.00%,M,20-15-15-15
1007,1500,Zorua,zorua,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1008,1500,Zubat,zubat,2001-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1009,1500,Zubat (Shadow),zubat_shadow,2001-03-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1010,1500,Zweilous,zweilous,2001-01-02,32.5-0-15-15,31-5-13-14,,28.5-15-15-15,-,0.00%,2.00%,-,-,1.00%,D,31-5-13-14
1011,1500,Zygarde,zygarde,2001-05-02,16.5-1-14-14,16.5-4-10-10,,15-15-15-15,-,0.00%,4.00%,-,-,2.00%,D,16.5-4-10-10
23,1500,Altaria (Mega),altaria_mega,0-3-4,18-0-8-15,17.5-7-14-7,,16.5-15-15-15,-,-12%,-13%,-,-,-13%,M,16.5-15-15-15
