count,Name,SpeciesID,BEST,DEFAULT,MAX,B2D,D2M,B2M,RESULT
1377,火焰鳥,moltres,16-1-15-15,16-8-13-5,15-15-15-15,-24%,24%,-24%,16-8-13-5
1378,火焰鳥 暗影化,moltres_shadow,16-1-15-15,16-8-13-5,15-15-15-15,0%,0%,0%,15-15-15-15
1379,火爆猴,primeape,24.5-1-15-15,23.5-12-12-15,22.5-15-15-15,-4%,3%,-4%,23.5-12-12-15
1380,火爆獸,typhlosion,19.5-0-15-13,19.5-6-8-10,18-15-15-15,-16%,16%,-16%,19.5-6-8-10
1381,火球鼠,cyndaquil,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1382,火神蛾,volcarona,15.5-0-9-15,15.5-5-6-10,14-15-15-15,1%,0%,1%,15.5-0-9-15
1383,火稚雞,torchic,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1384,火紅不倒翁,darumaka,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1385,火紅不倒翁 伽勒爾型態,darumaka_galarian,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1386,灰塵山,garbodor,24.5-0-13-13,23.5-8-13-12,22-15-15-15,-1%,2%,-1%,23.5-8-13-12
1387,炎帝,entei,16-1-15-15,15.5-10-14-12,15-15-15-15,-25%,-24%,-25%,15-15-15-15
1388,炎帝 暗影化,entei_shadow,16-1-15-15,15.5-10-14-12,15-15-15-15,0%,1%,0%,15.5-10-14-12
1389,炎武王,emboar,19-0-14-9,19-5-8-9,17.5-15-15-15,-4%,4%,-4%,19-5-8-9
1390,炒炒豬,pignite,29.5-0-15-15,29-5-14-10,27-15-15-15,-4%,-3%,-4%,27-15-15-15
1391,烈咬陸鯊,garchomp,14-0-15-15,14-6-12-6,13-15-15-15,-49%,33%,-49%,14-6-12-6
1392,烈焰猴,infernape,21-0-13-15,20-9-14-15,19.5-15-15-15,-3%,-1%,-3%,19.5-15-15-15
1393,烈焰馬,rapidash,23-0-13-15,21.5-13-15-15,21-15-15-15,-22%,22%,-22%,21.5-13-15-15
1394,烈空坐,rayquaza,14.5-1-14-12,14.5-6-13-5,13.5-15-15-15,0%,1%,0%,14.5-6-13-5
1395,烈雀,spearow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1396,烏波,wooper,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1397,烏鴉頭頭,honchkrow,20.5-0-15-15,20-7-13-15,19-15-15-15,-52%,-51%,-52%,19-15-15-15
1398,無殼海兔 東海型態,shellos_east_sea,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1399,無殼海兔 西海型態,shellos_west_sea,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1400,無畏小子,tyrogue,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1401,煤炭龜,torkoal,27.5-0-15-15,27-6-15-8,25-15-15-15,-34%,-37%,-34%,25-15-15-15
1402,熊寶寶,teddiursa,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1403,熔岩蝸牛,magcargo,38.5-0-15-14,36-5-14-14,31.5-15-15-15,-50%,-48%,-50%,31.5-15-15-15
1404,熔岩蟲,slugma,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1405,熔蟻獸,heatmor,23.5-0-15-15,23.5-5-11-9,21.5-15-15-15,-36%,-34%,-36%,21.5-15-15-15
1406,熱帶龍,tropius,30-0-15-15,29-6-12-13,27-15-15-15,2%,1%,2%,30-0-15-15
1407,燃燒蟲,larvesta,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1408,燈火幽靈,lampent,37-0-15-14,34-9-15-12,31-15-15-15,-10%,0%,-10%,31-15-15-15
1409,燈籠魚,chinchou,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1410,燭光靈,litwick,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1411,爆炸頭水牛,bouffalant,20.5-0-13-11,20-5-8-15,18.5-15-15-15,14%,1%,14%,20.5-0-13-11
1412,爆音怪,exploud,24.5-0-15-10,23.5-8-11-14,22-15-15-15,0%,1%,0%,23.5-8-11-14
1413,爆香猴,pansear,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1414,爆香猿,simisear,24-0-14-15,24-6-8-12,22-15-15-15,-21%,21%,-21%,24-6-8-12
1415,牙牙,axew,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1416,狃拉,sneasel,27.5-1-15-14,27-5-13-13,25.5-15-15-15,-22%,-20%,-22%,25.5-15-15-15
1417,狃拉 暗影化,sneasel_shadow,27.5-1-15-14,27-5-13-13,25.5-15-15-15,0%,0%,0%,25.5-15-15-15
1418,狡猾天狗,shiftry,24.5-0-14-11,24-5-9-15,22.5-15-15-15,-31%,-29%,-31%,22.5-15-15-15
1419,狡猾天狗 暗影化,shiftry_shadow,24.5-0-14-11,24-5-9-15,22.5-15-15-15,1%,0%,1%,24.5-0-14-11
1420,狩獵鳳蝶,beautifly,34-0-15-15,32-9-14-12,29.5-15-15-15,-35%,-35%,-35%,29.5-15-15-15
1421,猛火猴,monferno,40-7-15-14,37-14-15-14,36.5-15-15-15,-25%,-25%,-25%,36.5-15-15-15
1422,猴怪,mankey,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1423,獨角犀牛,rhyhorn,40-1-15-14,37.5-7-13-14,33.5-15-15-15,3%,0%,3%,33.5-15-15-15
1424,獨角蟲,weedle,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1425,獨角蟲 暗影化,weedle_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1426,獵斑魚,huntail,24-1-15-15,24-5-6-15,22-15-15-15,24%,4%,24%,24-1-15-15
1427,珍珠貝,clamperl,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1428,班基拉斯,tyranitar,14.5-0-15-15,14.5-8-7-9,13.5-15-15-15,0%,0%,0%,13.5-15-15-15
1429,班基拉斯 暗影化,tyranitar_shadow,14.5-0-15-15,14.5-8-7-9,13.5-15-15-15,0%,0%,0%,13.5-15-15-15
1430,瑪力露,marill,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1431,瑪力露麗,azumarill,40-8-15-15,38-13-13-12,36-15-15-15,-1%,0%,-1%,36-15-15-15
1432,瑪沙那,meditite,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1433,瑪狃拉,weavile,18.5-0-15-15,18-10-13-13,17-15-15-15,2%,56%,2%,18.5-0-15-15
1434,瑪狃拉 暗影化,weavile_shadow,18.5-0-15-15,18-10-13-13,17-15-15-15,-45%,45%,-45%,18-10-13-13
1435,瑪瑙水母,tentacool,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1436,瑪納霏,manaphy,17.5-0-10-13,17-6-13-9,16-15-15-15,-5%,-3%,-5%,16-15-15-15
1437,瓦斯彈,koffing,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1438,瓦斯彈 暗影化,koffing_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1439,甜甜螢,illumise,35.5-0-15-15,35.5-5-8-10,29.5-15-15-15,2%,-6%,2%,35.5-0-15-15
1440,由克希,uxie,22.5-2-15-15,23-5-7-5,20.5-15-15-15,3%,0%,3%,22.5-2-15-15
1441,甲殼繭,silcoon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1442,甲殼龍,shelgon,28-1-15-14,27-9-15-10,25.5-15-15-15,3%,0%,3%,28-1-15-14
1443,甲殼龍 暗影化,shelgon_shadow,28-1-15-14,27-9-15-10,25.5-15-15-15,4%,0%,4%,28-1-15-14
1444,畢力吉翁,virizion,18.5-3-14-14,18.5-6-5-15,17-15-15-15,2%,4%,2%,18.5-3-14-14
1445,白海獅,dewgong,29.5-0-12-15,28.5-5-14-10,26-15-15-15,-1%,1%,-1%,28.5-5-14-10
1446,百合根娃娃,petilil,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1447,百變怪,ditto,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1448,百足蜈蚣,venipede,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1449,皮丘,pichu,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1450,皮卡丘,pikachu,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1451,皮卡丘 面罩摔角手,pikachu_libre,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1452,皮卡丘 飛翔氣球,pikachu_flying,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1453,皮可西,clefable,23.5-0-13-15,23-5-14-8,21.5-15-15-15,3%,0%,3%,21.5-15-15-15
1454,皮寶寶,cleffa,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1455,皮皮,clefairy,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1456,盆才怪,bonsly,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1457,盔甲鳥,skarmory,27.5-0-15-14,26.5-5-15-12,24.5-15-15-15,12%,-9%,12%,27.5-0-15-14
1458,直衝熊,linoone,40-0-15-14,38.5-5-12-11,33-15-15-15,-27%,-23%,-27%,33-15-15-15
1459,直衝熊 伽勒爾型態,linoone_galarian,40-0-15-14,38.5-5-12-11,33-15-15-15,-40%,-37%,-40%,33-15-15-15
1460,盾甲繭,cascoon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1461,盾甲龍,shieldon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1462,石丸子,roggenrola,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1463,石居蟹,dwebble,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1464,破破袋,trubbish,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1465,禿鷹丫頭,vullaby,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1466,禿鷹娜,mandibuzz,27.5-0-13-15,26.5-6-11-12,24.5-15-15-15,-6%,-1%,-6%,24.5-15-15-15
1467,種子鐵球,ferroseed,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1468,穿山王,sandslash,24-0-14-15,23-7-13-15,22-15-15-15,-48%,-49%,-48%,22-15-15-15
1469,穿山王 暗影化,sandslash_shadow,24-0-14-15,23-7-13-15,22-15-15-15,-34%,-33%,-34%,22-15-15-15
1470,穿山王 阿羅拉型態,sandslash_alolan,23.5-0-14-14,23-7-11-10,21.5-15-15-15,-1%,1%,-1%,23-7-11-10
1471,穿山鼠,sandshrew,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1472,穿山鼠 暗影化,sandshrew_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1473,穿山鼠 阿羅拉型態,sandshrew_alolan,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1474,章魚桶,octillery,24.5-0-15-13,24-8-10-12,22.5-15-15-15,-2%,-2%,-2%,22.5-15-15-15
1475,索羅亞,zorua,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1476,索羅亞克,zoroark,21.5-1-15-15,21-8-15-12,20-15-15-15,-15%,-14%,-15%,20-15-15-15
1477,紳士蛾,mothim,32.5-0-15-15,32-6-15-6,28.5-15-15-15,4%,0%,4%,32.5-0-15-15
1478,結草兒 垃圾蓑衣,burmy_trash,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1479,結草兒 砂土蓑衣,burmy_sandy,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1480,結草兒 草木蓑衣,burmy_plant,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1481,結草貴婦 垃圾蓑衣,wormadam_trash,40-7-14-15,37.5-13-13-13,35.5-15-15-15,-5%,4%,-5%,37.5-13-13-13
1482,結草貴婦 砂土蓑衣,wormadam_sandy,35.5-0-15-15,33.5-6-15-11,29.5-15-15-15,-2%,-1%,-2%,29.5-15-15-15
1483,結草貴婦 草木蓑衣,wormadam_plant,35.5-0-15-15,33.5-6-15-11,29.5-15-15-15,3%,0%,3%,35.5-0-15-15
1484,綠毛蟲,caterpie,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1485,羅絲雷朵,roserade,19-0-11-14,18.5-10-6-14,17.5-15-15-15,13%,0%,13%,17.5-15-15-15
1486,美洛耶塔 歌聲型態,meloetta_aria,14-0-15-15,14-7-11-6,13-15-15-15,-4%,4%,-4%,14-7-11-6
1487,美洛耶塔 舞步型態,meloetta_pirouette,14.5-0-9-11,14-6-9-15,13-15-15-15,-8%,8%,-8%,14-6-9-15
1488,美納斯,milotic,19-0-15-11,18.5-5-12-11,17-15-15-15,-1%,-1%,-1%,17-15-15-15
1489,美錄坦,meltan,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1490,美錄梅塔,melmetal,15.5-1-15-14,15-10-14-11,14.5-15-15-15,-67%,-67%,-67%,14.5-15-15-15
1491,美麗花,bellossom,25-1-14-14,24.5-5-11-13,23-15-15-15,-8%,-4%,-8%,23-15-15-15
1492,美麗花 暗影化,bellossom_shadow,25-1-14-14,24.5-5-11-13,23-15-15-15,-64%,-63%,-64%,23-15-15-15
1493,耿鬼,gengar,19.5-0-13-13,19-8-15-9,18-15-15-15,0%,0%,0%,18-15-15-15
1494,聒噪鳥,chatot,33.5-0-15-14,32.5-6-14-9,29-15-15-15,2%,0%,2%,33.5-0-15-14
1495,肋骨海龜,carracosta,21.5-1-14-15,21-6-13-13,20-15-15-15,-9%,-7%,-9%,20-15-15-15
1496,肯泰羅,tauros,21.5-0-15-15,20.5-11-13-15,20-15-15-15,-7%,-6%,-7%,20-15-15-15
1497,胖丁,jigglypuff,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1498,胖可丁,wigglytuff,30-0-15-12,29-7-15-5,27-15-15-15,0%,0%,0%,27-15-15-15
1499,胖嘟嘟,jellicent,24.5-1-14-14,24-7-14-6,22-15-15-15,-59%,-59%,-59%,22-15-15-15
1500,胡地,alakazam,18-1-15-15,18-8-6-15,17-15-15-15,15%,0%,15%,17-15-15-15
1501,胡地 暗影化,alakazam_shadow,18-1-15-15,18-8-6-15,17-15-15-15,0%,2%,0%,18-8-6-15
1502,脫殼忍者,shedinja,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1503,腕力,machop,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1504,腕力 暗影化,machop_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1505,自爆磁怪,magnezone,17.5-0-13-15,17-10-15-8,16-15-15-15,-6%,16%,-6%,17-10-15-8
1506,自爆磁怪 暗影化,magnezone_shadow,17.5-0-13-15,17-10-15-8,16-15-15-15,-42%,42%,-42%,17-10-15-8
1507,臭泥,grimer,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1508,臭泥 暗影化,grimer_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1509,臭泥 阿羅拉型態,grimer_alolan,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1510,臭臭泥,muk,20.5-0-15-15,20-8-15-7,19-15-15-15,3%,0%,3%,20.5-0-15-15
1511,臭臭泥 暗影化,muk_shadow,20.5-0-15-15,20-8-15-7,19-15-15-15,38%,-36%,38%,20.5-0-15-15
1512,臭臭泥 阿羅拉型態,muk_alolan,20.5-0-15-15,20-8-15-7,19-15-15-15,-24%,-22%,-24%,19-15-15-15
1513,臭臭花,gloom,39.5-0-12-14,37.5-5-13-10,32-15-15-15,2%,2%,2%,39.5-0-12-14
1514,臭臭花 暗影化,gloom_shadow,39.5-0-12-14,37.5-5-13-10,32-15-15-15,0%,1%,0%,37.5-5-13-10
1515,臭鼬噗,stunky,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1516,臭鼬噗 暗影化,stunky_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1517,舞天鵝,swanna,27-1-15-15,26.5-7-12-13,25-15-15-15,6%,2%,6%,27-1-15-15
1518,艾姆利多,mesprit,18.5-1-13-12,17.5-11-14-15,17-15-15-15,2%,0%,2%,18.5-1-13-12
1519,艾路雷朵,gallade,18-0-15-15,18-5-9-12,16.5-15-15-15,0%,0%,0%,16.5-15-15-15
1520,艾路雷朵 暗影化,gallade_shadow,18-0-15-15,18-5-9-12,16.5-15-15-15,0%,0%,0%,16.5-15-15-15
1521,芭瓢蟲,ledyba,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1522,花岩怪,spiritomb,27.5-0-15-15,26.5-8-13-13,25-15-15-15,-20%,-19%,-20%,25-15-15-15
1523,花椰猴,pansage,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1524,花椰猿,simisage,24-0-14-15,24-6-8-12,22-15-15-15,-44%,44%,-44%,24-6-8-12
1525,茸茸羊,flaaffy,40-12-15-15,40-12-14-15,39-15-15-15,0%,-58%,0%,39-15-15-15
1526,茸茸羊 暗影化,flaaffy_shadow,40-12-15-15,40-12-14-15,39-15-15-15,0%,-51%,0%,39-15-15-15
1527,草苗龜,turtwig,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1528,草苗龜 暗影化,turtwig_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1529,菊石獸,omanyte,40-10-15-15,40-13-13-12,38-15-15-15,41%,40%,41%,38-15-15-15
1530,菊石獸 暗影化,omanyte_shadow,40-10-15-15,40-13-13-12,38-15-15-15,-26%,26%,-26%,40-13-13-12
1531,菊草葉,chikorita,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1532,萊希拉姆,reshiram,13.5-5-15-14,13.5-7-14-9,13-15-15-15,2%,0%,2%,13.5-5-15-14
1533,萌芽鹿,sawsbuck,23.5-0-14-14,23-7-13-9,21.5-15-15-15,4%,0%,4%,23.5-0-14-14
1534,萌芽鹿 冬天型態,sawsbuck_winter,23.5-0-14-14,23-7-13-9,21.5-15-15-15,4%,0%,4%,23.5-0-14-14
1535,萌芽鹿 夏天型態,sawsbuck_summer,23.5-0-14-14,23-7-13-9,21.5-15-15-15,4%,0%,4%,23.5-0-14-14
1536,萌芽鹿 春天型態,sawsbuck_spring,23.5-0-14-14,23-7-13-9,21.5-15-15-15,4%,0%,4%,23.5-0-14-14
1537,萌芽鹿 秋天型態,sawsbuck_autumn,23.5-0-14-14,23-7-13-9,21.5-15-15-15,4%,0%,4%,23.5-0-14-14
1538,落雷獸,electrike,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1539,葉伊布,leafeon,19-1-15-14,19-5-9-12,17.5-15-15-15,-2%,1%,-2%,19-5-9-12
1540,蓋歐卡,kyogre,13.5-1-14-13,13-11-15-12,12.5-15-15-15,0%,0%,0%,12.5-15-15-15
1541,蓋蓋蟲,karrablast,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1542,蓋諾賽克特,genesect,16-10-15-14,16-10-15-11,15.5-15-15-15,0%,-39%,0%,15.5-15-15-15
1543,蓋諾賽克特 冰凍卡帶,genesect_chill,16-10-15-14,16-10-15-11,15.5-15-15-15,0%,-39%,0%,15.5-15-15-15
1544,蓋諾賽克特 水流卡帶,genesect_douse,16-10-15-14,16-10-15-11,15.5-15-15-15,0%,-39%,0%,15.5-15-15-15
1545,蓋諾賽克特 火焰卡帶,genesect_burn,16-10-15-14,16-10-15-11,15.5-15-15-15,0%,-39%,0%,15.5-15-15-15
1546,蓋諾賽克特 閃電卡帶,genesect_shock,16-10-15-14,16-10-15-11,15.5-15-15-15,0%,-39%,0%,15.5-15-15-15
1547,蓮帽小童,lombre,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1548,蓮葉童子,lotad,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1549,蔓藤怪,tangela,25.5-0-13-15,24.5-8-13-13,23-15-15-15,-49%,-48%,-49%,23-15-15-15
1550,蔥遊兵,sirfetchd,18.5-2-15-15,18.5-6-13-10,17.5-15-15-15,0%,0%,0%,17.5-15-15-15
1551,藍蟾蜍,palpitoad,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1552,藍鱷,croconaw,37.5-0-13-15,36.5-5-10-12,30.5-15-15-15,3%,-34%,3%,37.5-0-13-15
1553,藤藤蛇,snivy,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1554,蘑蘑菇,shroomish,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1555,蚊香君,poliwhirl,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1556,蚊香君 暗影化,poliwhirl_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1557,蚊香泳士,poliwrath,22-0-14-15,21.5-8-11-10,20-15-15-15,-1%,2%,-1%,21.5-8-11-10
1558,蚊香泳士 暗影化,poliwrath_shadow,22-0-14-15,21.5-8-11-10,20-15-15-15,-65%,-64%,-65%,20-15-15-15
1559,蚊香蛙皇,politoed,23.5-0-15-11,22.5-9-12-11,21-15-15-15,-15%,14%,-15%,22.5-9-12-11
1560,蚊香蛙皇 暗影化,politoed_shadow,23.5-0-15-11,22.5-9-12-11,21-15-15-15,-62%,62%,-62%,22.5-9-12-11
1561,蚊香蝌蚪,poliwag,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1562,蚊香蝌蚪 暗影化,poliwag_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1563,蛇紋熊,zigzagoon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1564,蛇紋熊 伽勒爾型態,zigzagoon_galarian,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1565,蛋蛋,exeggcute,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1566,蛋蛋 暗影化,exeggcute_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1567,蜂女王,vespiquen,29-0-14-13,28.5-6-11-8,26-15-15-15,-73%,-72%,-73%,26-15-15-15
1568,蜈蚣王,scolipede,23-1-15-14,23-5-6-15,21-15-15-15,-31%,-29%,-31%,21-15-15-15
1569,蜥蜴王,sceptile,20.5-0-12-15,20.5-6-10-7,19-15-15-15,-18%,-16%,-18%,19-15-15-15
1570,蜻蜻蜓,yanma,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1571,螢光魚,finneon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1572,螺釘地鼠,drilbur,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1573,蟲寶包,sewaddle,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1574,蟾蜍王,seismitoad,22-1-15-15,22-6-9-10,20-15-15-15,3%,3%,3%,22-1-15-15
1575,袋獸,kangaskhan,22-0-14-15,21.5-7-11-12,20-15-15-15,-19%,-18%,-19%,20-15-15-15
1576,裙兒小姐,lilligant,22-0-15-15,21-11-15-13,20.5-15-15-15,0%,0%,0%,20.5-15-15-15
1577,角金魚,goldeen,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1578,觸手百合,lileep,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1579,詛咒娃娃,banette,24.5-0-14-15,24-5-14-11,22.5-15-15-15,0%,0%,0%,22.5-15-15-15
1580,詛咒娃娃 暗影化,banette_shadow,24.5-0-14-15,24-5-14-11,22.5-15-15-15,0%,0%,0%,22.5-15-15-15
1581,請假王,slaking,12.5-0-14-15,12-11-13-15,11.5-15-15-15,36%,90%,36%,12.5-0-14-15
1582,謝米 天空型態,shaymin_sky,15.5-0-14-15,15-9-13-13,14.5-15-15-15,0%,0%,0%,14.5-15-15-15
1583,謝米 陸上型態,shaymin_land,17.5-0-10-13,17-6-13-9,16-15-15-15,-24%,-24%,-24%,16-15-15-15
1584,護城龍,bastiodon,40-12-15-15,38.5-15-14-14,38-15-15-15,0%,0%,0%,38-15-15-15
1585,變隱龍,kecleon,28-0-15-15,27.5-7-10-11,25.5-15-15-15,2%,1%,2%,28-0-15-15
1586,豆豆鴿,pidove,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1587,象徵鳥,sigilyph,22-1-15-15,22-6-6-14,20.5-15-15-15,0%,0%,0%,20.5-15-15-15
1588,象牙豬,mamoswine,17-0-15-7,16-11-14-15,15.5-15-15-15,-12%,12%,-12%,16-11-14-15
1589,豪力,machoke,28-0-15-15,27.5-7-15-6,25.5-15-15-15,-4%,-33%,-4%,25.5-15-15-15
1590,豪力 暗影化,machoke_shadow,28-0-15-15,27.5-7-15-6,25.5-15-15-15,-11%,-12%,-11%,25.5-15-15-15
1591,貓老大,persian,39-0-14-13,38.5-5-8-11,32-15-15-15,1%,2%,1%,39-0-14-13
1592,貓老大 暗影化,persian_shadow,39-0-14-13,38.5-5-8-11,32-15-15-15,-19%,-3%,-19%,32-15-15-15
1593,貓老大 阿羅拉型態,persian_alolan,34.5-1-15-15,34.5-5-10-12,29.5-15-15-15,30%,-27%,30%,34.5-1-15-15
1594,貓頭夜鷹,noctowl,28.5-1-14-15,28-6-13-8,25.5-15-15-15,-2%,1%,-2%,28-6-13-8
1595,貓鼬斬,zangoose,23.5-0-15-10,22.5-9-14-11,21.5-15-15-15,-61%,-60%,-61%,21.5-15-15-15
1596,負電拍拍,minun,38.5-0-15-14,37.5-5-14-8,31.5-15-15-15,-17%,-13%,-17%,31.5-15-15-15
1597,赤面龍,druddigon,20.5-0-15-15,20-10-11-12,19-15-15-15,0%,0%,0%,19-15-15-15
1598,赫拉克羅斯,heracross,18-0-15-15,17.5-8-15-11,16.5-15-15-15,8%,19%,8%,18-0-15-15
1599,走路草,oddish,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1600,走路草 暗影化,oddish_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1601,超夢,mewtwo,13-4-15-15,13-5-14-11,12.5-15-15-15,0%,0%,0%,12.5-15-15-15
1602,超夢 暗影化,mewtwo_shadow,13-4-15-15,13-5-14-11,12.5-15-15-15,1%,0%,1%,13-4-15-15
